project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license
2006902,CAM03_2023,fb52555c-eb5b-48e8-8dcd-9fbf586bbc03,IMAG0038.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265859/prod/directUpload/fb52555c-eb5b-48e8-8dcd-9fbf586bbc03.JPG,0,Angélica Diaz Pulido,9b7fea59-cfa3-499c-a420-bcf36277dcd8,Mammalia,Carnivora,Felidae,Panthera,onca,Jaguar,,2023-10-10 05:36:20,1,,,,,,,true,,,CC-BY-NC
2006902,YAGUA-ETE.4_2023,58cc1d3e-dea8-4fd8-b996-5e4cc3dd5648,10060001.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265869/prod/directUpload/58cc1d3e-dea8-4fd8-b996-5e4cc3dd5648.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,6d0d096e-79b8-4fbe-90e1-044e41e24c2c,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,,2023-10-06 16:24:08,1,,,,,,,false,,,CC-BY-NC
2006902,YETE01_2023,b7e91f0a-7547-4726-955f-080da0602339,DCIM0016.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265854/prod/directUpload/b7e91f0a-7547-4726-955f-080da0602339.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,78682cf6-70e1-4df0-aa36-0f5a73eb039b,Mammalia,Rodentia,Sciuridae,Syntheosciurus,,Syntheosciurus Species,,2023-10-07 07:08:57,1,,,,,,,false,,,CC-BY-NC
2006902,YETE01_2023,e629c808-058c-4546-8678-73f0cf1da66a,DCIM0018.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265854/prod/directUpload/e629c808-058c-4546-8678-73f0cf1da66a.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,78682cf6-70e1-4df0-aa36-0f5a73eb039b,Mammalia,Rodentia,Sciuridae,Syntheosciurus,,Syntheosciurus Species,,2023-10-07 07:08:58,1,,,,,,,false,,,CC-BY-NC
2006902,CAM03_2023,a1e5599a-2daf-425b-99e2-dab9d4c9d5ec,IMAG0022.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265859/prod/directUpload/a1e5599a-2daf-425b-99e2-dab9d4c9d5ec.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,e4d1e892-0e4b-475a-a8ac-b5c3502e0d55,Mammalia,Rodentia,Sciuridae,,,Sciuridae Family,,2023-10-06 10:52:49,1,,,,,,,false,,,CC-BY-NC
2006902,YETE01_2023,ca575be7-b1b0-418f-9bd5-a36ecd583129,DCIM0014.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265854/prod/directUpload/ca575be7-b1b0-418f-9bd5-a36ecd583129.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,6d0d096e-79b8-4fbe-90e1-044e41e24c2c,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,,2023-10-06 16:24:54,1,,,,,,,false,,,CC-BY-NC
2006902,YETE01_2023,f5af0c40-45ca-43fb-8b1c-1aa7ad5869fc,DCIM0015.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265854/prod/directUpload/f5af0c40-45ca-43fb-8b1c-1aa7ad5869fc.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,6d0d096e-79b8-4fbe-90e1-044e41e24c2c,Mammalia,Carnivora,Mustelidae,Eira,barbara,Tayra,,2023-10-06 16:24:54,1,,,,,,,false,,,CC-BY-NC
2006902,YETE01_2023,9d0516b5-7ff9-4fa7-8632-0de4248fbbd3,DCIM0017.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265854/prod/directUpload/9d0516b5-7ff9-4fa7-8632-0de4248fbbd3.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,78682cf6-70e1-4df0-aa36-0f5a73eb039b,Mammalia,Rodentia,Sciuridae,Syntheosciurus,,Syntheosciurus Species,,2023-10-07 07:08:58,1,,,,,,,false,,,CC-BY-NC
2006902,CAM03_2023,11801207-73e8-4a3a-af9c-973055faf4b7,IMAG0025.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265859/prod/directUpload/11801207-73e8-4a3a-af9c-973055faf4b7.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,78682cf6-70e1-4df0-aa36-0f5a73eb039b,Mammalia,Rodentia,Sciuridae,Syntheosciurus,,Syntheosciurus Species,,2023-10-07 12:35:16,1,,,,,,,false,,,CC-BY-NC
2006902,CAM03_2023,15a90dfd-9924-40e8-884d-b4a82bb008b3,IMAG0026.JPG,gs://145625598251_2006902_654_grupo_de_monitoreo_y__main/deployment/2265859/prod/directUpload/15a90dfd-9924-40e8-884d-b4a82bb008b3.JPG,0,GRUPO DE MONITOREO COMUNITARIO DE BIODIVERSIDAD  Yaguá-Eté,78682cf6-70e1-4df0-aa36-0f5a73eb039b,Mammalia,Rodentia,Sciuridae,Syntheosciurus,,Syntheosciurus Species,,2023-10-07 12:35:18,1,,,,,,,false,,,CC-BY-NC
