project_id,deployment_id,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license
2006903,B2291_2023,b99731dc-c919-436f-af97-97742b2f72de,10060020.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/b99731dc-c919-436f-af97-97742b2f72de.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,a572793a-efe1-4ae5-8005-a33f8850ba30,Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Sickle-winged Guan,,2023-10-06 17:30:18,1,,,,,,,false,,,CC-BY-NC
2006903,B2291_2023,2abb2904-a2a3-4b82-87d7-53b3453fda2d,10060021.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/2abb2904-a2a3-4b82-87d7-53b3453fda2d.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,a572793a-efe1-4ae5-8005-a33f8850ba30,Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Sickle-winged Guan,,2023-10-06 17:30:18,1,,,,,,,true,,,CC-BY-NC
2006903,B2291_2023,2286e4f6-095b-46d7-8463-adf23af57cb1,10060022.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/2286e4f6-095b-46d7-8463-adf23af57cb1.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,a572793a-efe1-4ae5-8005-a33f8850ba30,Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Sickle-winged Guan,,2023-10-06 17:30:18,1,,,,,,,false,,,CC-BY-NC
2006903,B2291_2023,a6b5b919-3eeb-4638-9860-027d107da425,10070024.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/a6b5b919-3eeb-4638-9860-027d107da425.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,a572793a-efe1-4ae5-8005-a33f8850ba30,Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Sickle-winged Guan,,2023-10-07 06:15:55,1,,,,,,,false,,,CC-BY-NC
2006903,B2291_2023,4e83e7a9-c3d6-448e-b341-de7048d7e090,10070025.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/4e83e7a9-c3d6-448e-b341-de7048d7e090.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,a572793a-efe1-4ae5-8005-a33f8850ba30,Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Sickle-winged Guan,,2023-10-07 06:15:55,1,,,,,,,false,,,CC-BY-NC
2006903,B2291_2023,ccce7e54-4d41-4705-80f6-6919f3e0de7b,10070026.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/ccce7e54-4d41-4705-80f6-6919f3e0de7b.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,a572793a-efe1-4ae5-8005-a33f8850ba30,Aves,Galliformes,Cracidae,Chamaepetes,goudotii,Sickle-winged Guan,,2023-10-07 06:15:56,1,,,,,,,false,,,CC-BY-NC
2006903,B2291_2023,071fa4a0-9417-443c-ab9f-6966e862a1d5,10130030.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/071fa4a0-9417-443c-ab9f-6966e862a1d5.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2023-10-13 19:12:58,1,,,,,,,false,,,CC-BY-NC
2006903,B2291_2023,cf8487d6-fefe-4c0b-8ca2-7e0b7a67d337,10130033.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/cf8487d6-fefe-4c0b-8ca2-7e0b7a67d337.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2023-10-13 19:13:11,1,,,,,,,false,,,CC-BY-NC
2006903,B2291_2023,89aae30a-e0cd-4892-863f-90d8121750d7,Mazama rufina.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/89aae30a-e0cd-4892-863f-90d8121750d7.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2023-10-13 19:13:11,1,,,,,,,true,,,CC-BY-NC
2006903,B2291_2023,450d2fe6-97c0-4eae-b7b5-a0f14a2e5b86,10130034.JPG,gs://145625598251_2006903_991_grupo_de_monitoreo_d__main/deployment/2265861/prod/directUpload/450d2fe6-97c0-4eae-b7b5-a0f14a2e5b86.JPG,0,Grupo de monitoreo de fauna y flora guardian de la tierra,6d0bbf09-3e44-4ead-9b18-795cad5268e7,Mammalia,Cetartiodactyla,Cervidae,Mazama,rufina,Dwarf Red Brocket,,2023-10-13 19:13:12,1,,,,,,,false,,,CC-BY-NC
