project_id,deployment_id,placename,longitude,latitude,start_date,end_date,bait_type,bait_description,feature_type,feature_type_methodology,camera_id,quiet_period,camera_functioning,sensor_height,height_other,sensor_orientation,orientation_other,plot_treatment,detection_distance,subproject_name,subproject_design,event_name,event_description,event_type,recorded_by
2002517,CTPC 133,"CTPC 133, corregimiento El Morro, Yopal, Casanare",-72.4595,5.4671,2020-11-13 00:00:00,2021-01-14 00:00:00,None,,Other,,2010744,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 012,"CTPC 012, vereda Chaparral, Tauramena, Casanare",-72.6892,4.9788,2020-11-28 00:00:00,2021-01-11 00:00:00,None,,Other,,2010169,1,Camera Functioning,Other,,Parallel,,,,,,,,,
2002517,CTPC 058,"CTPC 058, Vereda Los Lirios, Aguazul, Casanare",-72.7322,5.1588,2020-12-05 00:00:00,2021-01-16 00:00:00,None,,Other,,2010762,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 120,"CTPC 120, Vereda San Ignacia, Aguazul, Casanare",-72.5795,5.2404,2020-11-27 00:00:00,2021-01-13 00:00:00,None,,Other,,2010706,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 101,"CTPC 101, Vereda Cupiagua, Aguazul, Casanare",-72.6421,5.2209,2020-11-28 00:00:00,2021-01-16 00:00:00,None,,Other,,2010824,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 117,"CTPC 117, Vereda San Ignacia, Aguazul, Casanare",-72.5788,5.2311,2020-11-21 00:00:00,2021-01-16 00:00:00,None,,Other,,2010834,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 019,"CTPC 019, vereda Chaparral, Tauramena, Casanare",-72.732,4.9963,2020-11-28 00:00:00,2021-01-13 00:00:00,None,,None,,2009800,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 067,"CTPC 067, Vereda Visinaca, Tauramena, Casanare",-72.7511,5.1318,2020-12-11 00:00:00,2021-01-17 00:00:00,None,,Other,,2010788,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 035,"CTPC 035, Vereda Paso Cusiana, Tauramena, Casanare",-72.7051,5.0157,2020-11-29 00:00:00,2021-01-13 00:00:00,None,,Other,,2010748,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 108,"CTPC 108, Vereda Unete, Aguazul, Casanare",-72.5788,5.22,2020-12-01 00:00:00,2021-01-16 00:00:00,None,,Other,,2010827,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 128,"CTPC 128, corregimiento de El Morro, Yopal, Casanare",-72.4505,5.4569,2020-11-22 00:00:00,2021-01-15 00:00:00,None,,Other,,2010756,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 060,"CTPC 060, vereda Visinaca, Tauramena, Casanare",-72.7508,5.1586,2020-12-12 00:00:00,2021-01-21 00:00:00,None,,Other,,2010724,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 072,"CTPC 072, vereda los Lirios, Aguazul, Casanare",-72.7335,5.1211,2020-12-12 00:00:00,2021-01-17 00:00:00,None,,Other,,2010808,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 079,"CTPC 079, vereda Monterralo, Aguazul, Casanare",-72.6498,5.1951,2020-12-01 00:00:00,2021-01-18 00:00:00,None,,Other,,2010814,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 100,"CTPC 100, Vereda Cupiagua, Aguazul, Casanare",-72.651,5.2224,2020-11-28 00:00:00,2021-01-16 00:00:00,None,,Other,,2010823,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 153,"CTPC 153, Vereda Marroquin, Yopal, Casanare",-72.4436,5.5029,2020-11-11 00:00:00,2021-01-27 00:00:00,None,,Other,,2010787,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 111,"CTPC 111, vereda Cupiagua, Aguazul, Casanare",-72.6332,5.2313,2020-11-27 00:00:00,2021-01-13 00:00:00,None,,None,,2009791,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 123,"CTPC 123, Vereda San Ignacia, Aguazul, Casanare",-72.5793,5.2493,2020-12-03 00:00:00,2021-01-18 00:00:00,None,,Other,,2010760,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 106,"CTPC 106, Vereda Cupiagua, Aguazul, Casanare",-72.5972,5.2221,2020-12-01 00:00:00,2021-01-17 00:00:00,None,,Other,,2010740,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 137,"CTPC 137. vereda Marroquín, Yopal, Casanare",-72.4252,5.4659,2020-11-14 00:00:00,2021-01-24 00:00:00,None,,Other,,2010888,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 130,"CTPC 130, vereda Marroquín, Yopal, Casanare",-72.4341,5.4581,2020-11-22 00:00:00,2021-01-11 00:00:00,None,,Other,,2010742,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 129,"CTPC 129, Vereda Marroquin, Yopal, Casanare",-72.4446,5.4577,2020-11-22 00:00:00,2021-01-23 00:00:00,None,,Other,,2010778,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 053,"CTPC 053, Vereda Zambo, Tauramena, Casanare",-72.8064,5.1203,2020-12-07 00:00:00,2021-01-15 00:00:00,None,,Other,,2010767,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
2002517,CTPC 017,"CTPC 017, Vereda Chaparral, Tauramena, Casanare",-72.6967,4.9869,2020-12-01 00:00:00,2021-01-15 00:00:00,None,,Other,,2010719,3,Camera Functioning,Knee height,,Parallel,,,,,,,,,
